0.00000	3.29812	
0.12026	4.30549	
0.24053	5.09661	
0.36079	6.86366	
0.48105	4.88628	
0.60131	4.42552	
0.72158	3.57456	
0.84184	4.01076	
0.96210	3.91804	
1.08236	5.15572	
1.20263	7.63385	
1.32289	6.89972	
1.44315	7.48095	
1.56341	9.50115	
1.68368	9.43341	
1.80394	6.93368	
1.92420	5.97727	
2.04446	8.69377	
2.16473	9.67628	
2.28499	10.33399	
2.40525	10.03710	
2.52551	10.52008	
2.64578	11.10253	
2.76604	14.14153	
2.88630	19.27242	
3.00656	19.60285	
3.12683	22.07044	
3.24709	19.28415	
3.36735	18.96391	
3.48762	19.52468	
3.60788	19.71928	
3.72814	17.19362	
3.84840	17.65492	
3.96867	25.89779	
4.08893	32.03171	
4.20919	29.74506	
4.32945	29.39919	
4.44972	29.15564	
4.56998	25.35070	
4.69024	23.35216	
4.81050	26.41880	
4.93077	27.26587	
5.05103	33.01669	
5.17129	41.46515	
5.29155	43.57430	
5.41182	47.00828	
5.53208	42.51231	
5.65234	40.78675	
5.77260	38.25962	
5.89287	39.85443	
6.01313	41.28757	
6.13339	37.02226	
6.25365	31.08409	
6.37392	28.45217	
6.49418	27.46325	
6.61444	34.59461	
6.73471	38.00584	
6.85497	33.66684	
6.97523	36.64664	
7.09549	41.70893	
7.21576	38.82384	
7.33602	37.90602	
7.45628	38.76489	
7.57654	34.47938	
7.69681	34.82732	
7.81707	39.64959	
7.93733	49.01315	
8.05759	53.30864	
8.17786	49.45294	
8.29812	51.82984	
8.41838	60.00539	
8.53864	56.62296	
8.65891	44.51656	
8.77917	36.22593	
8.89943	35.32284	
9.01970	38.27830	
9.13996	39.92183	
9.26022	38.46508	
9.38048	39.77814	
9.50074	34.58977	
9.62101	31.64202	
9.74127	41.14989	
9.86153	42.70562	
9.98180	42.56544	
10.10206	53.16689	
10.22232	57.73869	
10.34258	64.31650	
10.46285	81.39068	
10.58311	82.85094	
10.70337	92.19349	
10.82363	96.28829	
10.94390	85.42617	
11.06416	83.58150	
11.18442	80.28765	
11.30468	73.70914	
11.42495	79.68425	
11.54521	90.67342	
11.66547	91.19366	
11.78573	70.64505	
11.90600	67.19257	
12.02626	63.77037	
12.14652	62.99199	
12.26678	73.22942	
12.38705	71.47492	
12.50731	71.97507	
12.62757	86.00175	
12.74784	94.02383	
12.86810	104.06895	
12.98836	106.69391	
13.10862	96.33114	
13.22889	73.28572	
13.34915	60.88699	
13.46941	63.44253	
13.58967	69.83545	
13.70994	83.25533	
13.83020	93.82695	
13.95046	104.24017	
14.07072	104.56702	
14.19099	106.05273	
14.31125	95.88574	
14.43151	81.98824	
14.55177	75.80839	
14.67204	72.19270	
14.79230	79.18406	
14.91256	80.78033	
15.03282	88.69983	
15.15309	99.15217	
15.27335	109.54099	
15.39361	105.30389	
15.51388	107.62724	
15.63414	94.05892	
15.75440	82.45652	
15.87466	76.70535	
15.99493	72.29536	
16.11519	70.10928	
16.23545	69.18244	
16.35571	62.55754	
16.47598	61.38778	
16.59624	69.14860	
16.71650	74.24040	
16.83676	85.92618	
16.95703	99.79518	
17.07729	100.64166	
17.19755	107.56664	
17.31781	109.86951	
17.43808	94.98760	
17.55834	86.55471	
17.67860	91.97652	
17.79886	94.66823	
17.91913	93.93563	
18.03939	102.56229	
18.15965	102.14611	
18.27991	100.31703	
18.40018	117.87511	
18.52044	128.12268	
18.64070	126.57652	
18.76097	119.36704	
18.88123	125.23425	
19.00149	129.04182	
19.12175	124.65377	
19.24202	110.54890	
19.36228	110.77716	
19.48254	116.98332	
19.60280	108.44193	
19.72307	99.77619	
19.84333	100.19576	
19.96359	109.07710	
20.08385	138.06776	
20.20412	161.14227	
20.32438	168.78763	
20.44464	161.23943	
20.56490	132.79980	
20.68517	121.19715	
20.80543	112.87185	
20.92569	116.41341	
21.04595	102.45396	
21.16622	82.70254	
21.28648	79.84473	
21.40674	78.81264	
21.52700	84.63822	
21.64727	83.94379	
21.76753	95.02560	
21.88779	111.79214	
22.00805	128.40137	
22.12832	134.30161	
22.24858	143.31558	
22.36884	144.87592	
22.48911	128.68906	
22.60937	127.97355	
22.72963	123.00412	
22.84989	116.40814	
22.97016	119.16841	
23.09042	130.92403	
23.21068	145.29524	
23.33094	125.75597	
23.45121	96.61161	
23.57147	73.89735	
23.69173	74.13604	
23.81199	82.32690	
23.93226	112.88367	
24.05252	114.72501	
24.17278	121.65793	
24.29305	114.06021	
24.41331	99.71382	
24.53357	91.46384	
24.65383	77.02435	
24.77410	69.05417	
24.89436	70.00230	
25.01462	72.66022	
25.13488	64.49677	
25.25515	67.84550	
25.37541	66.48915	
25.49567	67.78928	
25.61593	70.61283	
25.73620	73.07151	
25.85646	81.68223	
25.97672	80.71897	
26.09698	81.24171	
26.21725	83.79602	
26.33751	83.75226	
26.45777	79.27354	
26.57803	74.58975	
26.69830	69.76974	
26.81856	76.89995	
26.93882	83.05630	
27.05908	86.41991	
27.17935	98.37800	
27.29961	96.33009	
27.41987	101.61124	
27.54013	107.30676	
27.66040	96.32344	
27.78066	91.90153	
27.90092	84.59352	
28.02118	96.09126	
28.14145	107.75820	
28.26171	121.31190	
28.38197	120.67153	
28.50224	115.11858	
28.62250	111.49914	
28.74276	110.23988	
28.86302	96.33549	
28.98329	88.74152	
29.10355	84.99509	
29.22381	83.88087	
29.34407	72.05302	
29.46434	61.82028	
29.58460	50.82755	
29.70486	53.90494	
29.82512	50.20486	
29.94539	55.95478	
30.06565	53.36073	
30.18591	48.95230	
30.30618	54.76260	
30.42644	65.76074	
30.54670	81.34853	
30.66696	92.14925	
30.78723	95.49487	
30.90749	96.77126	
31.02775	88.21225	
31.14801	74.30701	
31.26828	79.76400	
31.38854	76.21906	
31.50880	81.15070	
31.62906	86.76041	
31.74933	93.05608	
31.86959	69.55247	
31.98985	48.61558	
32.11012	49.66951	
32.23038	39.51910	
32.35064	30.27230	
