0.00000	8.11096	
0.12013	6.63487	
0.24027	1.95976	
0.36040	4.44518	
0.48053	1.93137	
0.60066	7.81083	
0.72080	8.01301	
0.84093	6.46032	
0.96106	9.36732	
1.08119	7.56205	
1.20133	8.29272	
1.32146	10.27097	
1.44159	18.45670	
1.56173	18.66021	
1.68186	21.25853	
1.80199	17.70884	
1.92212	15.73641	
2.04226	20.48537	
2.16239	26.93439	
2.28252	30.35063	
2.40265	47.80451	
2.52279	47.42540	
2.64292	57.09100	
2.76305	52.84722	
2.88319	59.62863	
3.00332	48.24957	
3.12345	35.79133	
3.24358	35.21758	
3.36372	27.81467	
3.48385	24.58829	
3.60398	25.26888	
3.72411	24.49503	
3.84425	25.64851	
3.96438	28.14519	
4.08451	29.16732	
4.20465	37.80381	
4.32478	33.78060	
4.44491	31.73475	
4.56504	36.79114	
4.68518	42.46665	
4.80531	45.28078	
4.92544	48.85732	
5.04557	49.35521	
5.16571	51.98693	
5.28584	51.95406	
5.40597	53.32627	
5.52610	47.62789	
5.64624	43.50167	
5.76637	41.59202	
5.88650	44.08042	
6.00664	55.46944	
6.12677	62.83326	
6.24690	52.91233	
6.36703	34.17569	
6.48717	23.86195	
6.60730	26.13859	
6.72743	38.26756	
6.84756	30.42999	
6.96770	29.47492	
7.08783	30.88504	
7.20796	34.08699	
7.32810	39.03016	
7.44823	29.12994	
7.56836	28.57809	
7.68849	28.97083	
7.80863	30.63319	
7.92876	27.50013	
8.04889	30.49259	
8.16902	29.92788	
8.28916	34.47852	
8.40929	31.04822	
8.52942	30.92392	
8.64956	42.56197	
8.76969	62.76409	
8.88982	64.96702	
9.00995	58.96736	
9.13009	43.50426	
9.25022	45.07478	
9.37035	47.85479	
9.49048	53.54145	
9.61062	56.35669	
9.73075	70.78085	
9.85088	81.46849	
9.97101	84.23280	
10.09115	86.38509	
10.21128	88.17179	
10.33141	86.80898	
10.45155	74.62770	
10.57168	72.21994	
10.69181	69.03499	
10.81194	70.80817	
10.93208	68.16235	
11.05221	77.70338	
11.17234	66.33053	
11.29247	62.11014	
11.41261	63.98009	
11.53274	75.73045	
11.65287	64.85617	
11.77301	62.31843	
11.89314	57.70825	
12.01327	63.97065	
12.13340	66.78739	
12.25354	73.47974	
12.37367	88.38048	
12.49380	91.40749	
12.61394	98.67687	
12.73407	92.79498	
12.85420	99.00093	
12.97433	103.72234	
13.09447	112.01975	
13.21460	108.65546	
13.33473	106.06664	
13.45486	111.17125	
13.57500	119.85781	
13.69513	121.90424	
13.81526	112.11532	
13.93540	105.06256	
14.05553	104.65173	
14.17566	99.25471	
14.29579	97.32935	
14.41593	101.61380	
14.53606	107.51149	
14.65619	105.83633	
14.77632	94.79994	
14.89646	95.87289	
15.01659	88.57050	
15.13672	83.72806	
15.25686	78.06414	
15.37699	81.22371	
15.49712	68.68731	
15.61725	66.66290	
15.73739	64.91727	
15.85752	65.73248	
15.97765	73.51794	
16.09778	92.79668	
16.21792	94.26302	
16.33805	93.89178	
16.45818	88.40656	
16.57831	85.07931	
16.69845	87.25153	
16.81858	96.74652	
16.93871	96.73991	
17.05885	96.52973	
17.17898	97.21490	
17.29911	80.35837	
17.41924	79.52003	
17.53938	76.69300	
17.65951	74.02515	
17.77964	85.88667	
17.89977	99.29802	
18.01991	100.28067	
18.14004	102.12914	
18.26017	102.84596	
18.38031	107.25808	
18.50044	117.95959	
18.62057	122.43205	
18.74070	111.89888	
18.86084	108.82649	
18.98097	105.61010	
19.10110	100.20943	
19.22124	100.59121	
19.34137	90.21565	
19.46150	98.52901	
19.58163	99.73940	
19.70177	103.71445	
19.82190	103.93486	
19.94203	106.36529	
20.06216	108.98938	
20.18230	91.46741	
20.30243	81.38411	
20.42256	83.49628	
20.54269	84.28654	
20.66283	71.80161	
20.78296	83.47883	
20.90309	86.31850	
21.02323	84.98140	
21.14336	86.39987	
21.26349	77.15766	
21.38362	79.64961	
21.50376	76.07220	
21.62389	78.51485	
21.74402	83.51109	
21.86415	89.54091	
21.98429	83.67916	
22.10442	81.29243	
22.22455	92.71556	
22.34468	98.88580	
22.46482	92.60983	
22.58495	90.64699	
22.70508	96.66515	
22.82522	98.11758	
22.94535	105.15527	
23.06548	93.43229	
23.18561	75.90215	
23.30575	85.04868	
23.42588	92.33218	
23.54601	92.54581	
23.66615	98.03966	
23.78628	97.38989	
23.90641	107.09029	
